,type,lon,lat
5253,Indian / Middle Eastern restaurant,2.324,48.886
5254,Asian restaurant,2.312,48.885
5255,Traditional French restaurant,2.311,48.885
5256,European restuarant,2.313,48.886
5257,Central and South American restuarant,2.292,48.832
5258,Traditional French restaurant,2.29,48.834
5259,Asian restaurant,2.292,48.831
5260,Indian / Middle Eastern restaurant,2.292,48.831
5261,Traditional French restaurant,2.292,48.832
5262,Indian / Middle Eastern restaurant,2.322,48.843
5263,Asian restaurant,2.321,48.843
5264,Other world restaurant,2.321,48.843
5265,Traditional French restaurant,2.321,48.843
5266,Indian / Middle Eastern restaurant,2.322,48.844
5267,Asian restaurant,2.322,48.844
5268,Asian restaurant,2.32,48.845
5269,European restuarant,2.321,48.845
5270,Traditional French restaurant,2.321,48.845
5271,Caribbean restaurant,2.318,48.845
5272,Asian restaurant,2.319,48.845
5273,Traditional French restaurant,2.316,48.843
5274,Asian restaurant,2.299,48.841
5275,Traditional French restaurant,2.299,48.841
5276,Indian / Middle Eastern restaurant,2.297,48.841
5277,Indian / Middle Eastern restaurant,2.297,48.838
5278,Maghrebian restaurant,2.297,48.838
5279,European restuarant,2.293,48.839
5280,Asian restaurant,2.382,48.847
5281,European restuarant,2.383,48.847
5282,Asian restaurant,2.38,48.85
5283,Asian restaurant,2.377,48.848
5284,Traditional French restaurant,2.377,48.85
5285,Asian restaurant,2.393,48.838
5286,Asian restaurant,2.296,48.837
5287,Traditional French restaurant,2.313,48.843
5288,Indian / Middle Eastern restaurant,2.313,48.843
5289,Maghrebian restaurant,2.313,48.841
5290,European restuarant,2.309,48.839
5291,European restuarant,2.306,48.84
5292,Asian restaurant,2.303,48.842
5293,European restuarant,2.306,48.841
5294,Traditional French restaurant,2.283,48.877
5295,Traditional French restaurant,2.283,48.874
5296,European restuarant,2.285,48.871
5297,Traditional French restaurant,2.283,48.87
5298,European restuarant,2.282,48.869
5299,Traditional French restaurant,2.286,48.865
5300,Asian restaurant,2.4,48.849
5301,Asian restaurant,2.407,48.853
5302,Traditional French restaurant,2.306,48.845
5303,Asian restaurant,2.304,48.847
5304,Traditional French restaurant,2.305,48.847
5305,European restuarant,2.304,48.847
5306,Asian restaurant,2.305,48.847
5307,Traditional French restaurant,2.301,48.839
5308,European restuarant,2.301,48.839
5309,Traditional French restaurant,2.294,48.841
5310,African restaurant,2.349,48.896
5311,African restaurant,2.349,48.891
5312,European restuarant,2.393,48.84
5313,Traditional French restaurant,2.393,48.84
5314,European restuarant,2.399,48.836
5315,Asian restaurant,2.389,48.843
5316,European restuarant,2.295,48.85
5317,European restuarant,2.295,48.85
5318,Asian restaurant,2.297,48.849
5319,Maghrebian restaurant,2.301,48.848
5320,Indian / Middle Eastern restaurant,2.299,48.847
5321,European restuarant,2.298,48.845
5322,Maghrebian restaurant,2.295,48.847
5323,Asian restaurant,2.29,48.869
5324,Asian restaurant,2.289,48.869
5325,Asian restaurant,2.28,48.859
5326,Traditional French restaurant,2.278,48.859
5327,European restuarant,2.274,48.858
5328,Traditional French restaurant,2.278,48.856
5329,Asian restaurant,2.407,48.858
5330,Traditional French restaurant,2.331,48.87
5331,Traditional French restaurant,2.348,48.887
5332,Traditional French restaurant,2.318,48.888
5333,European restuarant,2.406,48.835
5334,Traditional French restaurant,2.407,48.836
5335,Traditional French restaurant,2.318,48.884
5336,Central and South American restuarant,2.317,48.885
5337,Traditional French restaurant,2.29,48.874
5338,European restuarant,2.291,48.871
5339,Asian restaurant,2.291,48.87
5340,Asian restaurant,2.292,48.872
5341,Traditional French restaurant,2.293,48.869
5342,European restuarant,2.292,48.868
5343,Traditional French restaurant,2.291,48.866
5344,Other world restaurant,2.284,48.871
5345,Maghrebian restaurant,2.274,48.866
5346,Traditional French restaurant,2.272,48.864
5347,European restuarant,2.284,48.875
5348,European restuarant,2.273,48.856
5349,European restuarant,2.274,48.858
5350,European restuarant,2.274,48.863
5351,Other world restaurant,2.286,48.864
5352,Traditional French restaurant,2.282,48.865
5353,Traditional French restaurant,2.28,48.867
5354,Asian restaurant,2.333,48.866
5355,European restuarant,2.331,48.865
5356,Traditional French restaurant,2.331,48.868
5357,European restuarant,2.361,48.867
5358,Indian / Middle Eastern restaurant,2.395,48.857
5359,Asian restaurant,2.401,48.859
5360,Traditional French restaurant,2.302,48.882
5361,Other world restaurant,2.303,48.882
5362,Asian restaurant,2.303,48.88
5363,Asian restaurant,2.319,48.884
5364,Asian restaurant,2.321,48.884
5365,Traditional French restaurant,2.316,48.882
5366,Traditional French restaurant,2.312,48.887
5367,Indian / Middle Eastern restaurant,2.309,48.886
5368,Traditional French restaurant,2.306,48.89
5369,European restuarant,2.398,48.867
5370,Asian restaurant,2.398,48.866
5371,European restuarant,2.399,48.864
5372,European restuarant,2.285,48.87
5373,Traditional French restaurant,2.285,48.869
5374,Traditional French restaurant,2.282,48.866
5375,African restaurant,2.323,48.887
5376,European restuarant,2.264,48.845
5377,Asian restaurant,2.285,48.859
5378,European restuarant,2.339,48.827
5379,European restuarant,2.334,48.822
5380,Traditional French restaurant,2.336,48.824
5381,Indian / Middle Eastern restaurant,2.397,48.853
5382,European restuarant,2.405,48.872
5383,Asian restaurant,2.402,48.868
5384,Maghrebian restaurant,2.404,48.868
5385,European restuarant,2.406,48.864
5386,African restaurant,2.407,48.864
5387,Traditional French restaurant,2.318,48.889
5388,Asian restaurant,2.303,48.88
5389,Traditional French restaurant,2.305,48.883
5390,European restuarant,2.3,48.884
5391,Asian restaurant,2.299,48.881
5392,Asian restaurant,2.296,48.885
5393,Traditional French restaurant,2.295,48.885
5394,Asian restaurant,2.295,48.885
5395,Indian / Middle Eastern restaurant,2.396,48.865
5396,Asian restaurant,2.387,48.868
5397,Traditional French restaurant,2.4,48.853
5398,European restuarant,2.404,48.848
5399,Asian restaurant,2.319,48.89
5400,European restuarant,2.319,48.891
5401,European restuarant,2.317,48.892
5402,Asian restaurant,2.318,48.892
5403,Maghrebian restaurant,2.32,48.894
5404,Indian / Middle Eastern restaurant,2.323,48.894
5405,Traditional French restaurant,2.337,48.832
5406,Asian restaurant,2.331,48.829
5407,Asian restaurant,2.33,48.828
5408,European restuarant,2.404,48.864
5409,Asian restaurant,2.4,48.865
5410,Asian restaurant,2.4,48.865
5411,Traditional French restaurant,2.401,48.868
5412,African restaurant,2.401,48.868
5413,Central and South American restuarant,2.304,48.832
5414,Traditional French restaurant,2.303,48.832
5415,European restuarant,2.302,48.829
5416,Asian restaurant,2.279,48.846
5417,Maghrebian restaurant,2.317,48.882
5418,European restuarant,2.387,48.864
5419,Asian restaurant,2.402,48.859
5420,Maghrebian restaurant,2.389,48.863
5421,African restaurant,2.32,48.891
5422,Traditional French restaurant,2.321,48.891
5423,Indian / Middle Eastern restaurant,2.322,48.89
5424,Indian / Middle Eastern restaurant,2.324,48.89
5425,European restuarant,2.324,48.892
5426,European restuarant,2.323,48.824
5427,Traditional French restaurant,2.323,48.824
5428,European restuarant,2.32,48.825
5429,Traditional French restaurant,2.329,48.831
5430,Indian / Middle Eastern restaurant,2.281,48.844
5431,Asian restaurant,2.276,48.85
5432,Traditional French restaurant,2.269,48.842
5433,Maghrebian restaurant,2.268,48.842
5434,European restuarant,2.266,48.84
5435,European restuarant,2.266,48.839
5436,Traditional French restaurant,2.26,48.838
5437,Traditional French restaurant,2.262,48.841
5438,Asian restaurant,2.264,48.841
5439,European restuarant,2.32,48.882
5440,European restuarant,2.32,48.882
5441,Indian / Middle Eastern restaurant,2.316,48.885
5442,Traditional French restaurant,2.317,48.885
5443,Traditional French restaurant,2.318,48.883
5444,Traditional French restaurant,2.314,48.884
5445,Indian / Middle Eastern restaurant,2.315,48.885
5446,European restuarant,2.316,48.885
5447,Asian restaurant,2.312,48.887
5448,Maghrebian restaurant,2.311,48.885
5449,Traditional French restaurant,2.313,48.886
5450,European restuarant,2.311,48.887
5451,European restuarant,2.396,48.854
5452,European restuarant,2.397,48.855
5453,Traditional French restaurant,2.402,48.854
5454,Traditional French restaurant,2.329,48.886
5455,European restuarant,2.33,48.891
5456,Asian restaurant,2.328,48.893
5457,Traditional French restaurant,2.329,48.834
5458,Traditional French restaurant,2.328,48.834
5459,Maghrebian restaurant,2.322,48.834
5460,Traditional French restaurant,2.304,48.884
5461,Asian restaurant,2.3,48.885
5462,European restuarant,2.276,48.85
5463,European restuarant,2.278,48.851
5464,Traditional French restaurant,2.268,48.847
5465,Traditional French restaurant,2.309,48.887
5466,Asian restaurant,2.308,48.889
5467,European restuarant,2.299,48.883
5468,Traditional French restaurant,2.297,48.886
5469,Indian / Middle Eastern restaurant,2.34,48.893
5470,Traditional French restaurant,2.344,48.894
5471,African restaurant,2.341,48.895
5472,African restaurant,2.344,48.897
5473,Asian restaurant,2.4,48.864
5474,African restaurant,2.399,48.867
5475,Asian restaurant,2.401,48.868
5476,Traditional French restaurant,2.405,48.873
5477,Maghrebian restaurant,2.405,48.868
5478,Asian restaurant,2.401,48.869
5479,European restuarant,2.398,48.864
5480,Traditional French restaurant,2.37,48.839
5481,Traditional French restaurant,2.299,48.881
5482,Traditional French restaurant,2.299,48.881
5483,Asian restaurant,2.297,48.882
5484,Traditional French restaurant,2.297,48.885
5485,European restuarant,2.296,48.885
5486,Maghrebian restaurant,2.298,48.888
5487,Traditional French restaurant,2.297,48.885
5488,Traditional French restaurant,2.306,48.888
5489,European restuarant,2.307,48.885
5490,European restuarant,2.305,48.887
5491,Traditional French restaurant,2.26,48.848
5492,European restuarant,2.278,48.851
5493,Asian restaurant,2.401,48.845
5494,African restaurant,2.346,48.894
5495,Traditional French restaurant,2.302,48.829
5496,Indian / Middle Eastern restaurant,2.301,48.839
5497,Asian restaurant,2.294,48.842
5498,Asian restaurant,2.29,48.85
5499,Asian restaurant,2.297,48.869
5500,European restuarant,2.4,48.868
5501,Asian restaurant,2.31,48.886
5502,Traditional French restaurant,2.296,48.887
5503,European restuarant,2.318,48.882
5504,Indian / Middle Eastern restaurant,2.318,48.882
5505,Other world restaurant,2.299,48.881
5506,Traditional French restaurant,2.297,48.879
5507,Asian restaurant,2.403,48.837
5508,Asian restaurant,2.404,48.836
5509,European restuarant,2.406,48.836
5510,Traditional French restaurant,2.406,48.836
5511,Asian restaurant,2.404,48.838
5512,European restuarant,2.342,48.883
5513,African restaurant,2.346,48.889
5514,European restuarant,2.347,48.886
5515,Traditional French restaurant,2.344,48.887
5516,African restaurant,2.345,48.889
5517,Traditional French restaurant,2.312,48.883
5518,Traditional French restaurant,2.383,48.879
5519,Other world restaurant,2.375,48.831
5520,European restuarant,2.348,48.863
5521,Asian restaurant,2.335,48.866
5522,Asian restaurant,2.302,48.88
5523,Traditional French restaurant,2.304,48.881
5524,Asian restaurant,2.303,48.882
5525,Asian restaurant,2.303,48.881
5526,Asian restaurant,2.289,48.881
5527,Traditional French restaurant,2.29,48.881
5528,Asian restaurant,2.292,48.885
5529,Indian / Middle Eastern restaurant,2.293,48.884
5530,European restuarant,2.293,48.885
5531,Asian restaurant,2.294,48.884
5532,European restuarant,2.296,48.882
5533,Traditional French restaurant,2.385,48.852
5534,European restuarant,2.386,48.85
5535,Asian restaurant,2.387,48.85
5536,Traditional French restaurant,2.387,48.85
5537,Asian restaurant,2.388,48.85
5538,African restaurant,2.389,48.85
5539,Traditional French restaurant,2.39,48.849
5540,European restuarant,2.392,48.851
5541,Indian / Middle Eastern restaurant,2.394,48.849
5542,Traditional French restaurant,2.376,48.83
5543,Traditional French restaurant,2.347,48.873
5544,European restuarant,2.386,48.833
5545,Asian restaurant,2.319,48.845
5546,Traditional French restaurant,2.325,48.885
5547,African restaurant,2.342,48.896
5548,Traditional French restaurant,2.346,48.871
5549,Asian restaurant,2.37,48.875
5550,Other world restaurant,2.334,48.833
5551,Traditional French restaurant,2.291,48.88
5552,Traditional French restaurant,2.292,48.88
5553,Traditional French restaurant,2.294,48.876
5554,Traditional French restaurant,2.292,48.876
5555,Traditional French restaurant,2.29,48.876
5556,Traditional French restaurant,2.291,48.876
5557,Asian restaurant,2.293,48.878
5558,Traditional French restaurant,2.294,48.879
5559,Maghrebian restaurant,2.288,48.878
5560,Asian restaurant,2.287,48.878
5561,Traditional French restaurant,2.285,48.878
5562,Maghrebian restaurant,2.285,48.878
5563,European restuarant,2.394,48.847
5564,Maghrebian restaurant,2.388,48.848
5565,African restaurant,2.357,48.871
5566,Other world restaurant,2.375,48.857
5567,Maghrebian restaurant,2.344,48.896
5568,Other world restaurant,2.345,48.894
5569,African restaurant,2.346,48.894
5570,Traditional French restaurant,2.248,48.847
5571,Traditional French restaurant,2.287,48.878
5572,European restuarant,2.29,48.879
5573,European restuarant,2.286,48.879
5574,European restuarant,2.285,48.881
5575,European restuarant,2.286,48.881
5576,European restuarant,2.287,48.881
5577,Traditional French restaurant,2.289,48.882
5578,Traditional French restaurant,2.299,48.864
5579,European restuarant,2.298,48.866
5580,Indian / Middle Eastern restaurant,2.299,48.867
5581,Asian restaurant,2.388,48.848
5582,Central and South American restuarant,2.385,48.85
5583,European restuarant,2.401,48.845
5584,Asian restaurant,2.285,48.848
5585,Asian restaurant,2.288,48.846
5586,Traditional French restaurant,2.29,48.845
5587,Asian restaurant,2.292,48.844
5588,European restuarant,2.294,48.847
5589,Asian restaurant,2.294,48.843
5590,Asian restaurant,2.317,48.876
5591,European restuarant,2.329,48.871
5592,Asian restaurant,2.374,48.85
5593,Traditional French restaurant,2.37,48.853
5594,Indian / Middle Eastern restaurant,2.382,48.829
5595,Traditional French restaurant,2.391,48.873
5596,Caribbean restaurant,2.399,48.871
5597,Traditional French restaurant,2.399,48.873
5598,European restuarant,2.396,48.875
5599,Traditional French restaurant,2.365,48.849
5600,Other world restaurant,2.359,48.857
5601,European restuarant,2.376,48.85
5602,Asian restaurant,2.372,48.852
5603,Traditional French restaurant,2.296,48.876
5604,Asian restaurant,2.296,48.876
5605,Asian restaurant,2.295,48.877
5606,Traditional French restaurant,2.295,48.877
5607,Traditional French restaurant,2.293,48.877
5608,Asian restaurant,2.32,48.884
